,PLAYER_NAME,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,metadata_source
14,JaQuori McLaughlin,3.000000:45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,2021-12-01 DAL @ NOP
14,Dorian Finney-Smith,32.000000:05,3.0,7.0,0.429,2.0,5.0,0.4,0.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,8.0,-10.0,2021-12-03 DAL vs. NOP
15,Maxi Kleber,31.000000:08,4.0,8.0,0.5,4.0,8.0,0.5,1.0,2.0,0.5,1.0,8.0,9.0,1.0,1.0,0.0,2.0,5.0,13.0,-8.0,2021-12-03 DAL vs. NOP
16,Dwight Powell,19.000000:04,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,-7.0,2021-12-03 DAL vs. NOP
17,Reggie Bullock,27.000000:41,1.0,4.0,0.25,1.0,4.0,0.25,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,-1.0,2021-12-03 DAL vs. NOP
18,Luka Doncic,34.000000:51,7.0,20.0,0.35,0.0,6.0,0.0,7.0,9.0,0.778,1.0,9.0,10.0,7.0,0.0,0.0,7.0,4.0,21.0,-10.0,2021-12-03 DAL vs. NOP
19,Tim Hardaway Jr.,24.000000:34,3.0,11.0,0.273,2.0,6.0,0.333,4.0,6.0,0.667,1.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,12.0,-12.0,2021-12-03 DAL vs. NOP
20,Jalen Brunson,32.000000:19,7.0,11.0,0.636,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,16.0,-13.0,2021-12-03 DAL vs. NOP
21,Boban Marjanovic,7.000000:37,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0,-3.0,2021-12-03 DAL vs. NOP
22,Sterling Brown,16.000000:10,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,-12.0,2021-12-03 DAL vs. NOP
23,Trey Burke,8.000000:28,1.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,-4.0,2021-12-03 DAL vs. NOP
24,Eugene Omoruyi,2.000000:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-03 DAL vs. NOP
25,Josh Green,2.000000:01,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2021-12-03 DAL vs. NOP
26,Moses Brown,2.000000:01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2021-12-03 DAL vs. NOP
12,Dorian Finney-Smith,37.000000:24,5.0,12.0,0.417,4.0,6.0,0.667,0.0,0.0,0.0,3.0,3.0,6.0,4.0,3.0,1.0,1.0,5.0,14.0,-1.0,2021-12-04 DAL vs. MEM
13,Maxi Kleber,32.000000:34,2.0,8.0,0.25,2.0,8.0,0.25,1.0,2.0,0.5,2.0,7.0,9.0,0.0,1.0,0.0,1.0,1.0,7.0,-13.0,2021-12-04 DAL vs. MEM
14,Dwight Powell,23.000000:41,2.0,5.0,0.4,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,3.0,5.0,-5.0,2021-12-04 DAL vs. MEM
15,Reggie Bullock,27.000000:00,2.0,9.0,0.222,1.0,7.0,0.143,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,-15.0,2021-12-04 DAL vs. MEM
16,Jalen Brunson,37.000000:09,7.0,21.0,0.333,0.0,2.0,0.0,1.0,2.0,0.5,3.0,0.0,3.0,8.0,1.0,0.0,3.0,4.0,15.0,-6.0,2021-12-04 DAL vs. MEM
17,Tim Hardaway Jr.,31.000000:12,7.0,18.0,0.389,5.0,9.0,0.556,10.0,14.0,0.714,2.0,5.0,7.0,0.0,2.0,0.0,1.0,2.0,29.0,7.0,2021-12-04 DAL vs. MEM
18,Boban Marjanovic,10.000000:51,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2021-12-04 DAL vs. MEM
19,Trey Burke,12.000000:46,3.0,9.0,0.333,2.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,0.0,2021-12-04 DAL vs. MEM
20,Frank Ntilikina,12.000000:37,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,-2.0,2021-12-04 DAL vs. MEM
21,Sterling Brown,14.000000:46,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,-3.0,2021-12-04 DAL vs. MEM
13,Dorian Finney-Smith,37.000000:42,5.0,10.0,0.5,4.0,9.0,0.444,1.0,2.0,0.5,2.0,4.0,6.0,2.0,3.0,0.0,1.0,2.0,15.0,4.0,2021-12-07 DAL vs. BKN
14,Kristaps Porzingis,31.000000:16,6.0,17.0,0.353,1.0,5.0,0.2,4.0,4.0,1.0,2.0,10.0,12.0,5.0,1.0,1.0,2.0,2.0,17.0,1.0,2021-12-07 DAL vs. BKN
15,Dwight Powell,22.000000:49,3.0,3.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,2021-12-07 DAL vs. BKN
16,Reggie Bullock,28.000000:18,3.0,10.0,0.3,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0,2021-12-07 DAL vs. BKN
17,Luka Doncic,36.000000:33,9.0,21.0,0.429,3.0,11.0,0.273,7.0,8.0,0.875,1.0,5.0,6.0,9.0,0.0,0.0,1.0,5.0,28.0,-2.0,2021-12-07 DAL vs. BKN
18,Jalen Brunson,23.000000:55,4.0,8.0,0.5,1.0,3.0,0.333,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,-12.0,2021-12-07 DAL vs. BKN
19,Tim Hardaway Jr.,27.000000:33,5.0,14.0,0.357,0.0,7.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,11.0,-6.0,2021-12-07 DAL vs. BKN
20,Maxi Kleber,13.000000:36,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-4.0,2021-12-07 DAL vs. BKN
21,Frank Ntilikina,11.000000:27,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,2021-12-07 DAL vs. BKN
22,Josh Green,6.000000:51,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-8.0,2021-12-07 DAL vs. BKN
0,Dorian Finney-Smith,32.000000:24,4.0,6.0,0.667,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0.0,0.0,2.0,2.0,8.0,10.0,2021-12-08 DAL @ MEM
1,Kristaps Porzingis,23.000000:11,6.0,13.0,0.462,2.0,6.0,0.333,5.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,5.0,19.0,-1.0,2021-12-08 DAL @ MEM
2,Dwight Powell,20.000000:57,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,4.0,2.0,5.0,2021-12-08 DAL @ MEM
3,Reggie Bullock,30.000000:11,5.0,7.0,0.714,4.0,6.0,0.667,1.0,1.0,1.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,2.0,15.0,5.0,2021-12-08 DAL @ MEM
4,Luka Doncic,35.000000:55,10.0,19.0,0.526,5.0,10.0,0.5,1.0,2.0,0.5,0.0,8.0,8.0,7.0,1.0,0.0,9.0,1.0,26.0,18.0,2021-12-08 DAL @ MEM
5,Jalen Brunson,34.000000:02,3.0,8.0,0.375,0.0,2.0,0.0,4.0,7.0,0.571,2.0,3.0,5.0,7.0,1.0,0.0,0.0,1.0,10.0,8.0,2021-12-08 DAL @ MEM
6,Maxi Kleber,17.000000:57,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,2.0,3.0,1.0,2.0,-2.0,2021-12-08 DAL @ MEM
7,Moses Brown,12.000000:10,1.0,4.0,0.25,0.0,0.0,0.0,7.0,8.0,0.875,4.0,3.0,7.0,0.0,1.0,2.0,0.0,2.0,9.0,1.0,2021-12-08 DAL @ MEM
8,Tim Hardaway Jr.,22.000000:54,4.0,10.0,0.4,1.0,6.0,0.167,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0,9.0,3.0,2021-12-08 DAL @ MEM
9,Josh Green,10.000000:21,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,-7.0,2021-12-08 DAL @ MEM
0,Dorian Finney-Smith,37.000000:35,1.0,3.0,0.333,0.0,1.0,0.0,2.0,2.0,1.0,1.0,5.0,6.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0,2021-12-10 DAL @ IND
1,Kristaps Porzingis,30.000000:33,9.0,17.0,0.529,2.0,6.0,0.333,2.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,22.0,-21.0,2021-12-10 DAL @ IND
2,Dwight Powell,22.000000:02,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,2.0,0.0,1.0,2.0,3.0,2.0,-3.0,2021-12-10 DAL @ IND
3,Reggie Bullock,21.000000:28,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-11.0,2021-12-10 DAL @ IND
4,Luka Doncic,36.000000:54,11.0,25.0,0.44,1.0,8.0,0.125,4.0,4.0,1.0,2.0,7.0,9.0,9.0,1.0,1.0,3.0,4.0,27.0,-9.0,2021-12-10 DAL @ IND
5,Jalen Brunson,30.000000:53,7.0,12.0,0.583,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,1.0,2.0,0.0,2.0,1.0,14.0,-14.0,2021-12-10 DAL @ IND
6,Moses Brown,9.000000:08,2.0,3.0,0.667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,2021-12-10 DAL @ IND
7,Tim Hardaway Jr.,29.000000:45,7.0,15.0,0.467,1.0,9.0,0.111,0.0,0.0,0.0,1.0,3.0,4.0,2.0,3.0,0.0,2.0,1.0,15.0,-2.0,2021-12-10 DAL @ IND
8,Maxi Kleber,12.000000:53,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,-10.0,2021-12-10 DAL @ IND
9,Josh Green,4.000000:05,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-7.0,2021-12-10 DAL @ IND
10,Frank Ntilikina,4.000000:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2021-12-10 DAL @ IND
0,Dorian Finney-Smith,28.000000:56,3.0,10.0,0.3,2.0,5.0,0.4,0.0,0.0,0.0,2.0,4.0,6.0,5.0,3.0,2.0,1.0,2.0,8.0,12.0,2021-12-12 DAL @ OKC
1,Kristaps Porzingis,29.000000:57,6.0,17.0,0.353,0.0,3.0,0.0,1.0,1.0,1.0,0.0,7.0,7.0,3.0,0.0,1.0,1.0,3.0,13.0,13.0,2021-12-12 DAL @ OKC
2,Dwight Powell,12.000000:40,1.0,3.0,0.333,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2021-12-12 DAL @ OKC
3,Reggie Bullock,26.000000:18,2.0,5.0,0.4,1.0,4.0,0.25,1.0,1.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,6.0,20.0,2021-12-12 DAL @ OKC
4,Jalen Brunson,30.000000:32,6.0,14.0,0.429,1.0,4.0,0.25,5.0,6.0,0.833,1.0,8.0,9.0,3.0,0.0,0.0,2.0,1.0,18.0,22.0,2021-12-12 DAL @ OKC
5,Moses Brown,20.000000:20,5.0,6.0,0.833,0.0,0.0,0.0,5.0,8.0,0.625,2.0,4.0,6.0,0.0,1.0,2.0,2.0,2.0,15.0,9.0,2021-12-12 DAL @ OKC
6,Maxi Kleber,29.000000:44,6.0,12.0,0.5,1.0,6.0,0.167,3.0,3.0,1.0,1.0,6.0,7.0,2.0,0.0,0.0,0.0,2.0,16.0,10.0,2021-12-12 DAL @ OKC
7,Tim Hardaway Jr.,23.000000:13,2.0,9.0,0.222,2.0,6.0,0.333,0.0,0.0,0.0,1.0,4.0,5.0,3.0,0.0,0.0,0.0,2.0,6.0,4.0,2021-12-12 DAL @ OKC
8,Trey Burke,17.000000:28,3.0,8.0,0.375,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,7.0,-3.0,2021-12-12 DAL @ OKC
9,Josh Green,18.000000:26,3.0,5.0,0.6,1.0,2.0,0.5,1.0,2.0,0.5,1.0,4.0,5.0,2.0,1.0,0.0,0.0,2.0,8.0,6.0,2021-12-12 DAL @ OKC
10,Frank Ntilikina,2.000000:26,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2021-12-12 DAL @ OKC
12,Dorian Finney-Smith,32.000000:45,6.0,11.0,0.545,3.0,5.0,0.6,0.0,0.0,0.0,3.0,1.0,4.0,2.0,0.0,1.0,1.0,4.0,15.0,12.0,2021-12-13 DAL vs. CHA
13,Kristaps Porzingis,25.000000:17,7.0,16.0,0.438,3.0,8.0,0.375,7.0,9.0,0.778,4.0,9.0,13.0,0.0,0.0,5.0,0.0,2.0,24.0,12.0,2021-12-13 DAL vs. CHA
14,Dwight Powell,7.000000:51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2021-12-13 DAL vs. CHA
15,Reggie Bullock,33.000000:07,3.0,5.0,0.6,2.0,4.0,0.5,1.0,1.0,1.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,2.0,9.0,13.0,2021-12-13 DAL vs. CHA
16,Jalen Brunson,25.000000:16,4.0,7.0,0.571,0.0,1.0,0.0,5.0,5.0,1.0,0.0,2.0,2.0,8.0,1.0,0.0,1.0,3.0,13.0,0.0,2021-12-13 DAL vs. CHA
17,Maxi Kleber,29.000000:26,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,2.0,6.0,8.0,3.0,0.0,1.0,1.0,1.0,3.0,10.0,2021-12-13 DAL vs. CHA
18,Tim Hardaway Jr.,27.000000:02,7.0,17.0,0.412,5.0,11.0,0.455,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,19.0,18.0,2021-12-13 DAL vs. CHA
19,Trey Burke,22.000000:44,9.0,14.0,0.643,4.0,7.0,0.571,0.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,0.0,2.0,1.0,22.0,24.0,2021-12-13 DAL vs. CHA
20,Moses Brown,8.000000:57,1.0,3.0,0.333,0.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,2021-12-13 DAL vs. CHA
21,Josh Green,21.000000:13,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,6.0,2.0,0.0,1.0,2.0,1.0,7.0,13.0,2021-12-13 DAL vs. CHA
22,Boban Marjanovic,3.000000:11,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,2021-12-13 DAL vs. CHA
23,Frank Ntilikina,3.000000:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2021-12-13 DAL vs. CHA
12,Dorian Finney-Smith,42.000000:39,4.0,11.0,0.364,1.0,6.0,0.167,1.0,2.0,0.5,2.0,7.0,9.0,2.0,0.0,0.0,1.0,2.0,10.0,-12.0,2021-12-15 DAL vs. LAL
13,Kristaps Porzingis,38.000000:49,8.0,23.0,0.348,1.0,7.0,0.143,6.0,6.0,1.0,3.0,9.0,12.0,3.0,0.0,2.0,5.0,3.0,23.0,2.0,2021-12-15 DAL vs. LAL
14,Dwight Powell,13.000000:48,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,-11.0,2021-12-15 DAL vs. LAL
15,Reggie Bullock,20.000000:20,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,-10.0,2021-12-15 DAL vs. LAL
16,Jalen Brunson,38.000000:13,11.0,18.0,0.611,2.0,4.0,0.5,1.0,3.0,0.333,0.0,3.0,3.0,9.0,0.0,0.0,2.0,3.0,25.0,-8.0,2021-12-15 DAL vs. LAL
17,Moses Brown,3.000000:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-4.0,2021-12-15 DAL vs. LAL
18,Maxi Kleber,32.000000:54,3.0,6.0,0.5,3.0,5.0,0.6,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,1.0,0.0,1.0,9.0,1.0,2021-12-15 DAL vs. LAL
19,Trey Burke,22.000000:17,4.0,12.0,0.333,0.0,5.0,0.0,4.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,12.0,8.0,2021-12-15 DAL vs. LAL
20,Tim Hardaway Jr.,40.000000:05,7.0,19.0,0.368,4.0,11.0,0.364,2.0,2.0,1.0,0.0,9.0,9.0,3.0,1.0,0.0,2.0,2.0,20.0,9.0,2021-12-15 DAL vs. LAL
21,Josh Green,10.000000:27,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,9.0,2021-12-15 DAL vs. LAL
22,Frank Ntilikina,1.000000:57,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2021-12-15 DAL vs. LAL
0,Dorian Finney-Smith,37.000000:11,9.0,13.0,0.692,3.0,5.0,0.6,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,23.0,-6.0,2021-12-19 DAL @ MIN
1,Kristaps Porzingis,23.000000:09,2.0,9.0,0.222,0.0,2.0,0.0,9.0,9.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,13.0,10.0,2021-12-19 DAL @ MIN
2,Dwight Powell,19.000000:56,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,5.0,6.0,2.0,2021-12-19 DAL @ MIN
3,Tim Hardaway Jr.,40.000000:55,10.0,19.0,0.526,4.0,13.0,0.308,4.0,5.0,0.8,0.0,6.0,6.0,6.0,2.0,1.0,1.0,2.0,28.0,8.0,2021-12-19 DAL @ MIN
4,Jalen Brunson,38.000000:39,6.0,13.0,0.462,2.0,5.0,0.4,4.0,4.0,1.0,0.0,2.0,2.0,11.0,0.0,0.0,5.0,5.0,18.0,-7.0,2021-12-19 DAL @ MIN
5,Maxi Kleber,30.000000:50,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,2.0,12.0,14.0,3.0,0.0,0.0,0.0,4.0,6.0,-11.0,2021-12-19 DAL @ MIN
6,Moses Brown,9.000000:39,1.0,4.0,0.25,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,-9.0,2021-12-19 DAL @ MIN
7,Trey Burke,16.000000:51,2.0,8.0,0.25,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,2021-12-19 DAL @ MIN
8,Sterling Brown,20.000000:09,1.0,7.0,0.143,1.0,6.0,0.167,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,2.0,2.0,3.0,-13.0,2021-12-19 DAL @ MIN
9,JaQuori McLaughlin,2.000000:41,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,2021-12-19 DAL @ MIN
13,Sterling Brown,32.000000:48,5.0,8.0,0.625,2.0,4.0,0.5,0.0,0.0,0.0,2.0,9.0,11.0,3.0,0.0,0.0,0.0,1.0,12.0,19.0,2021-12-21 DAL vs. MIN
14,Dorian Finney-Smith,40.000000:40,7.0,15.0,0.467,3.0,9.0,0.333,2.0,2.0,1.0,1.0,5.0,6.0,5.0,2.0,0.0,3.0,2.0,19.0,22.0,2021-12-21 DAL vs. MIN
15,Dwight Powell,21.000000:12,4.0,7.0,0.571,1.0,1.0,1.0,6.0,6.0,1.0,4.0,4.0,8.0,2.0,0.0,0.0,1.0,1.0,15.0,2.0,2021-12-21 DAL vs. MIN
16,Frank Ntilikina,32.000000:12,2.0,7.0,0.286,1.0,3.0,0.333,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,2.0,3.0,5.0,11.0,2021-12-21 DAL vs. MIN
17,Jalen Brunson,40.000000:08,10.0,18.0,0.556,3.0,8.0,0.375,5.0,8.0,0.625,0.0,2.0,2.0,6.0,3.0,1.0,2.0,3.0,28.0,9.0,2021-12-21 DAL vs. MIN
18,Trey Burke,21.000000:53,3.0,9.0,0.333,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,3.0,8.0,-3.0,2021-12-21 DAL vs. MIN
19,Theo Pinson,21.000000:35,2.0,7.0,0.286,1.0,4.0,0.25,2.0,2.0,1.0,0.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,7.0,-8.0,2021-12-21 DAL vs. MIN
20,Moses Brown,2.000000:32,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2021-12-21 DAL vs. MIN
21,JaQuori McLaughlin,2.000000:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,2021-12-21 DAL vs. MIN
22,Marquese Chriss,16.000000:24,3.0,5.0,0.6,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,0.0,0.0,1.0,0.0,3.0,6.0,10.0,2021-12-21 DAL vs. MIN
23,Boban Marjanovic,7.000000:52,4.0,8.0,0.5,0.0,0.0,0.0,2.0,3.0,0.667,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,10.0,-1.0,2021-12-21 DAL vs. MIN
13,Sterling Brown,36.000000:32,4.0,11.0,0.364,2.0,6.0,0.333,0.0,0.0,0.0,3.0,10.0,13.0,3.0,1.0,0.0,0.0,1.0,10.0,-15.0,2021-12-23 DAL vs. MIL
14,Dorian Finney-Smith,38.000000:45,3.0,11.0,0.273,2.0,9.0,0.222,4.0,4.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,4.0,12.0,-6.0,2021-12-23 DAL vs. MIL
15,Dwight Powell,21.000000:29,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,12.0,-2.0,2021-12-23 DAL vs. MIL
16,Frank Ntilikina,37.000000:41,5.0,16.0,0.313,2.0,10.0,0.2,2.0,2.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,3.0,3.0,14.0,-5.0,2021-12-23 DAL vs. MIL
17,Jalen Brunson,38.000000:48,7.0,15.0,0.467,2.0,5.0,0.4,3.0,3.0,1.0,1.0,3.0,4.0,8.0,0.0,0.0,2.0,1.0,19.0,-8.0,2021-12-23 DAL vs. MIL
18,Theo Pinson,21.000000:56,3.0,9.0,0.333,3.0,8.0,0.375,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,9.0,-4.0,2021-12-23 DAL vs. MIL
19,Moses Brown,8.000000:49,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,2021-12-23 DAL vs. MIL
20,Brandon Knight,9.000000:35,1.0,4.0,0.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2021-12-23 DAL vs. MIL
21,Carlik Jones,9.000000:10,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2021-12-23 DAL vs. MIL
22,Marquese Chriss,12.000000:57,6.0,11.0,0.545,0.0,2.0,0.0,1.0,2.0,0.5,3.0,2.0,5.0,0.0,2.0,0.0,3.0,6.0,13.0,-7.0,2021-12-23 DAL vs. MIL
23,George King,4.000000:18,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2021-12-23 DAL vs. MIL
0,Sterling Brown,28.000000:10,3.0,5.0,0.6,3.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,5.0,9.0,7.0,2021-12-25 DAL @ UTA
1,Kristaps Porzingis,33.000000:58,8.0,18.0,0.444,0.0,5.0,0.0,11.0,13.0,0.846,2.0,7.0,9.0,3.0,1.0,2.0,3.0,2.0,27.0,3.0,2021-12-25 DAL @ UTA
2,Dwight Powell,26.000000:48,2.0,5.0,0.4,0.0,2.0,0.0,1.0,1.0,1.0,2.0,5.0,7.0,2.0,0.0,0.0,1.0,3.0,5.0,18.0,2021-12-25 DAL @ UTA
