,PLAYER_NAME,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,metadata_source
18,Josh Green,18.000000:06,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,-4.0,2022-02-04 DAL vs. PHI
19,Trey Burke,8.000000:01,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-6.0,2022-02-04 DAL vs. PHI
20,Frank Ntilikina,11.000000:20,1.0,3.0,0.333,1.0,3.0,0.333,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2022-02-04 DAL vs. PHI
21,Boban Marjanovic,2.000000:48,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2022-02-04 DAL vs. PHI
13,Reggie Bullock,38.000000:15,8.0,14.0,0.571,6.0,10.0,0.6,0.0,0.0,0.0,1.0,8.0,9.0,2.0,2.0,0.0,1.0,2.0,22.0,3.0,2022-02-06 DAL vs. ATL
14,Dorian Finney-Smith,41.000000:52,3.0,12.0,0.25,3.0,10.0,0.3,2.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,11.0,4.0,2022-02-06 DAL vs. ATL
15,Dwight Powell,36.000000:22,5.0,8.0,0.625,0.0,1.0,0.0,2.0,3.0,0.667,3.0,4.0,7.0,3.0,0.0,2.0,1.0,2.0,12.0,3.0,2022-02-06 DAL vs. ATL
16,Jalen Brunson,30.000000:27,9.0,14.0,0.643,4.0,5.0,0.8,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,0.0,4.0,5.0,22.0,8.0,2022-02-06 DAL vs. ATL
17,Luka Doncic,27.000000:41,6.0,17.0,0.353,1.0,3.0,0.333,5.0,6.0,0.833,3.0,7.0,10.0,11.0,1.0,0.0,1.0,5.0,18.0,10.0,2022-02-06 DAL vs. ATL
18,Marquese Chriss,11.000000:38,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,2022-02-06 DAL vs. ATL
19,Josh Green,23.000000:21,3.0,10.0,0.3,1.0,3.0,0.333,2.0,2.0,1.0,2.0,4.0,6.0,1.0,3.0,1.0,2.0,1.0,9.0,8.0,2022-02-06 DAL vs. ATL
20,Trey Burke,15.000000:10,3.0,7.0,0.429,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,5.0,7.0,1.0,2022-02-06 DAL vs. ATL
21,Frank Ntilikina,15.000000:14,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2022-02-06 DAL vs. ATL
11,Reggie Bullock,28.000000:56,4.0,9.0,0.444,4.0,8.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,12.0,24.0,2022-02-08 DAL vs. DET
12,Dorian Finney-Smith,29.000000:07,4.0,6.0,0.667,2.0,3.0,0.667,1.0,1.0,1.0,1.0,6.0,7.0,3.0,2.0,0.0,2.0,2.0,11.0,16.0,2022-02-08 DAL vs. DET
13,Dwight Powell,20.000000:00,4.0,6.0,0.667,0.0,0.0,0.0,2.0,3.0,0.667,4.0,3.0,7.0,1.0,0.0,0.0,0.0,2.0,10.0,9.0,2022-02-08 DAL vs. DET
14,Jalen Brunson,25.000000:47,7.0,11.0,0.636,2.0,4.0,0.5,5.0,5.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,21.0,13.0,2022-02-08 DAL vs. DET
15,Luka Doncic,32.000000:52,9.0,18.0,0.5,5.0,9.0,0.556,10.0,14.0,0.714,0.0,7.0,7.0,11.0,1.0,2.0,5.0,3.0,33.0,35.0,2022-02-08 DAL vs. DET
16,Maxi Kleber,17.000000:53,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,1.0,0.0,1.0,5.0,29.0,2022-02-08 DAL vs. DET
17,Josh Green,20.000000:50,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,20.0,2022-02-08 DAL vs. DET
18,Trey Burke,21.000000:05,7.0,12.0,0.583,4.0,6.0,0.667,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,2.0,18.0,2.0,2022-02-08 DAL vs. DET
19,Marquese Chriss,15.000000:11,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,2022-02-08 DAL vs. DET
20,Frank Ntilikina,15.000000:49,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,4.0,6.0,2022-02-08 DAL vs. DET
21,Theo Pinson,9.000000:00,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,2022-02-08 DAL vs. DET
22,Moses Brown,3.000000:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-02-08 DAL vs. DET
11,Reggie Bullock,36.000000:55,3.0,7.0,0.429,2.0,6.0,0.333,3.0,3.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,11.0,12.0,2022-02-10 DAL vs. LAC
12,Dorian Finney-Smith,40.000000:42,5.0,10.0,0.5,2.0,6.0,0.333,0.0,0.0,0.0,1.0,6.0,7.0,1.0,3.0,0.0,3.0,4.0,12.0,16.0,2022-02-10 DAL vs. LAC
13,Dwight Powell,21.000000:09,2.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,8.0,13.0,2022-02-10 DAL vs. LAC
14,Jalen Brunson,37.000000:24,3.0,12.0,0.25,0.0,3.0,0.0,5.0,5.0,1.0,0.0,5.0,5.0,4.0,0.0,0.0,2.0,0.0,11.0,13.0,2022-02-10 DAL vs. LAC
15,Luka Doncic,39.000000:48,17.0,26.0,0.654,7.0,14.0,0.5,10.0,14.0,0.714,0.0,9.0,9.0,6.0,1.0,1.0,7.0,4.0,51.0,9.0,2022-02-10 DAL vs. LAC
16,Maxi Kleber,26.000000:51,3.0,6.0,0.5,1.0,4.0,0.25,1.0,1.0,1.0,5.0,4.0,9.0,2.0,0.0,0.0,0.0,4.0,8.0,-6.0,2022-02-10 DAL vs. LAC
17,Josh Green,14.000000:17,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,4.0,-6.0,2022-02-10 DAL vs. LAC
18,Trey Burke,10.000000:36,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,-6.0,2022-02-10 DAL vs. LAC
19,Marquese Chriss,4.000000:53,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,2022-02-10 DAL vs. LAC
20,Frank Ntilikina,7.000000:25,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,-5.0,2022-02-10 DAL vs. LAC
11,Reggie Bullock,40.000000:19,6.0,12.0,0.5,5.0,10.0,0.5,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,17.0,-7.0,2022-02-12 DAL vs. LAC
12,Dorian Finney-Smith,39.000000:00,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,14.0,2022-02-12 DAL vs. LAC
13,Dwight Powell,26.000000:23,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,9.0,1.0,0.0,0.0,1.0,1.0,6.0,4.0,2022-02-12 DAL vs. LAC
14,Jalen Brunson,39.000000:02,8.0,17.0,0.471,4.0,7.0,0.571,2.0,4.0,0.5,0.0,4.0,4.0,3.0,0.0,0.0,2.0,3.0,22.0,5.0,2022-02-12 DAL vs. LAC
15,Luka Doncic,39.000000:27,15.0,33.0,0.455,6.0,13.0,0.462,9.0,13.0,0.692,0.0,15.0,15.0,8.0,0.0,0.0,7.0,2.0,45.0,8.0,2022-02-12 DAL vs. LAC
16,Josh Green,20.000000:15,1.0,7.0,0.143,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,-13.0,2022-02-12 DAL vs. LAC
17,Maxi Kleber,21.000000:55,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.0,2022-02-12 DAL vs. LAC
18,Trey Burke,2.000000:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2022-02-12 DAL vs. LAC
19,Frank Ntilikina,11.000000:33,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,-13.0,2022-02-12 DAL vs. LAC
0,Josh Green,20.000000:13,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,8.0,2.0,2022-02-15 DAL @ MIA
1,Dorian Finney-Smith,35.000000:53,5.0,9.0,0.556,4.0,7.0,0.571,0.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,1.0,1.0,4.0,14.0,-6.0,2022-02-15 DAL @ MIA
2,Dwight Powell,25.000000:49,3.0,4.0,0.75,0.0,0.0,0.0,1.0,3.0,0.333,1.0,1.0,2.0,3.0,1.0,0.0,1.0,5.0,7.0,2.0,2022-02-15 DAL @ MIA
3,Jalen Brunson,38.000000:54,6.0,14.0,0.429,3.0,5.0,0.6,4.0,5.0,0.8,3.0,3.0,6.0,6.0,2.0,0.0,2.0,4.0,19.0,12.0,2022-02-15 DAL @ MIA
4,Luka Doncic,38.000000:07,5.0,19.0,0.263,2.0,7.0,0.286,9.0,12.0,0.75,1.0,9.0,10.0,6.0,0.0,1.0,3.0,3.0,21.0,3.0,2022-02-15 DAL @ MIA
5,Spencer Dinwiddie,23.000000:06,2.0,5.0,0.4,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,2.0,4.0,-3.0,2022-02-15 DAL @ MIA
6,Maxi Kleber,34.000000:55,5.0,10.0,0.5,3.0,8.0,0.375,6.0,8.0,0.75,2.0,4.0,6.0,0.0,1.0,5.0,1.0,3.0,19.0,13.0,2022-02-15 DAL @ MIA
7,Davis Bertans,13.000000:16,4.0,8.0,0.5,3.0,7.0,0.429,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,12.0,9.0,2022-02-15 DAL @ MIA
8,Frank Ntilikina,3.000000:31,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,2022-02-15 DAL @ MIA
9,Sterling Brown,6.000000:16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2022-02-15 DAL @ MIA
0,Josh Green,25.000000:13,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,-5.0,2022-02-17 DAL @ NOP
1,Dorian Finney-Smith,37.000000:26,5.0,6.0,0.833,4.0,5.0,0.8,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,14.0,19.0,2022-02-17 DAL @ NOP
2,Dwight Powell,24.000000:14,3.0,4.0,0.75,0.0,0.0,0.0,2.0,3.0,0.667,3.0,2.0,5.0,0.0,0.0,1.0,0.0,3.0,8.0,-11.0,2022-02-17 DAL @ NOP
3,Jalen Brunson,37.000000:17,8.0,13.0,0.615,3.0,4.0,0.75,4.0,4.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,3.0,23.0,-9.0,2022-02-17 DAL @ NOP
4,Luka Doncic,38.000000:02,17.0,35.0,0.486,7.0,14.0,0.5,8.0,12.0,0.667,1.0,14.0,15.0,8.0,0.0,1.0,5.0,3.0,49.0,21.0,2022-02-17 DAL @ NOP
5,Spencer Dinwiddie,30.000000:30,3.0,5.0,0.6,1.0,3.0,0.333,1.0,2.0,0.5,1.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,8.0,9.0,2022-02-17 DAL @ NOP
6,Maxi Kleber,25.000000:32,7.0,10.0,0.7,3.0,5.0,0.6,3.0,4.0,0.75,2.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,20.0,11.0,2022-02-17 DAL @ NOP
7,Davis Bertans,17.000000:26,1.0,7.0,0.143,1.0,7.0,0.143,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,-2.0,2022-02-17 DAL @ NOP
8,Sterling Brown,4.000000:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2022-02-17 DAL @ NOP
