PLAYER_ID,MIN,FGM,FGA,FG3M,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
1630637,2077,4.0,17.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,8.0,1.0,0.0,2.0,2.0,10.0
1630791,1479,3.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,8.0
1630624,1727,9.0,14.0,1.0,1.0,1.0,1.0,0.0,6.0,6.0,1.0,1.0,1.0,0.0,2.0,21.0
1630711,2074,6.0,14.0,5.0,0.0,2.0,0.0,1.0,5.0,6.0,4.0,0.0,0.0,1.0,1.0,17.0
1630919,1309,3.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,7.0
1630319,1614,6.0,9.0,2.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,3.0,14.0
204147,1122,4.0,7.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,1.0,0.0,0.0,0.0,9.0
1630664,613,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,5.0
1629302,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629010,2119,6.0,15.0,0.0,4.0,4.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,18.0
1630289,2080,4.0,10.0,1.0,2.0,3.0,0.667,2.0,5.0,7.0,0.0,0.0,2.0,4.0,2.0,12.0
1630835,1675,7.0,17.0,2.0,2.0,2.0,1.0,5.0,7.0,12.0,4.0,1.0,2.0,0.0,3.0,20.0
1629923,1457,6.0,12.0,1.0,0.0,0.0,0.0,3.0,5.0,8.0,5.0,1.0,0.0,2.0,3.0,13.0
1630806,1929,4.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,10.0
1629807,1190,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
1630323,1006,3.0,4.0,0.0,0.0,1.0,0.0,1.0,9.0,10.0,1.0,0.0,1.0,0.0,1.0,6.0
1628980,1521,2.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,2.0,1.0,0.0,2.0,1.0,7.0
1630943,1423,3.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,8.0
203917,2585,8.0,20.0,2.0,2.0,2.0,1.0,0.0,6.0,6.0,7.0,0.0,2.0,1.0,2.0,22.0
1630720,2430,3.0,6.0,0.0,1.0,2.0,0.5,1.0,10.0,11.0,0.0,1.0,2.0,2.0,5.0,8.0
1627822,2424,7.0,17.0,1.0,1.0,1.0,1.0,5.0,16.0,21.0,1.0,2.0,3.0,3.0,4.0,16.0
1630721,2232,3.0,8.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,8.0
202738,2357,14.0,27.0,5.0,7.0,8.0,0.875,0.0,3.0,3.0,5.0,1.0,0.0,6.0,1.0,45.0
1628979,1081,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0
1630793,855,4.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,10.0
1630722,891,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,5.0
1630844,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630679,1705,5.0,11.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,0.0,3.0,13.0
1629076,2005,4.0,9.0,0.0,0.0,3.0,0.0,2.0,8.0,10.0,5.0,0.0,0.0,7.0,4.0,8.0
1630250,2093,8.0,16.0,1.0,2.0,3.0,0.667,3.0,4.0,7.0,2.0,1.0,0.0,0.0,4.0,21.0
1629703,1935,3.0,9.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,9.0
1629653,2551,14.0,26.0,1.0,4.0,5.0,0.8,1.0,5.0,6.0,5.0,1.0,1.0,4.0,2.0,34.0
1629825,1580,2.0,5.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,6.0,0.0,0.0,1.0,2.0,5.0
1630187,862,2.0,6.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0
1629204,2104,8.0,15.0,4.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,22.0
1630929,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1630792,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630602,2086,7.0,12.0,4.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,2.0,2.0,22.0
1629203,1534,2.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,3.0,0.0,1.0,1.0,4.0
1630643,1958,9.0,15.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,2.0,1.0,5.0,1.0,4.0,18.0
1630644,2233,9.0,17.0,3.0,3.0,3.0,1.0,0.0,8.0,8.0,10.0,1.0,0.0,2.0,1.0,25.0
1630222,2454,6.0,15.0,3.0,7.0,9.0,0.778,3.0,9.0,12.0,8.0,2.0,0.0,6.0,4.0,23.0
1629906,1553,2.0,6.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,1.0,2.0,6.0
