,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,_min,_sec,min_sec
23,0022100972,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,7.000000:21,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.000000,21,7.35
14,0022100954,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,F,,41.000000:34,5.0,12.0,0.417,1.0,6.0,0.167,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,11.0,2.0,41.000000,34,41.56666666666667
15,0022100954,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,33.000000:04,6.0,13.0,0.462,5.0,11.0,0.455,0.0,0.0,0.0,0.0,6.0,6.0,2.0,2.0,0.0,1.0,4.0,17.0,-6.0,33.000000,04,33.06666666666667
16,0022100954,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,28.000000:04,3.0,5.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,7.0,2.0,0.0,0.0,1.0,6.0,6.0,-5.0,28.000000,04,28.066666666666666
17,0022100954,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,G,,35.000000:50,11.0,22.0,0.5,2.0,7.0,0.286,12.0,13.0,0.923,0.0,2.0,2.0,7.0,0.0,0.0,5.0,5.0,36.0,5.0,35.000000,50,35.833333333333336
18,0022100954,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,37.000000:15,8.0,15.0,0.533,2.0,3.0,0.667,5.0,5.0,1.0,0.0,3.0,3.0,6.0,1.0,0.0,1.0,1.0,23.0,2.0,37.000000,15,37.25
19,0022100954,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,28.000000:54,4.0,6.0,0.667,2.0,3.0,0.667,2.0,4.0,0.5,6.0,6.0,12.0,1.0,1.0,0.0,1.0,1.0,12.0,5.0,28.000000,54,28.9
20,0022100954,1610612742,DAL,Dallas,202722,Davis Bertans,Davis,,,14.000000:33,2.0,5.0,0.4,2.0,4.0,0.5,1.0,2.0,0.5,0.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,7.0,2.0,14.000000,33,14.55
21,0022100954,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,4.000000:04,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,4.000000,04,4.066666666666666
22,0022100954,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,8.000000:50,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,8.000000,50,8.833333333333334
23,0022100954,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,7.000000:52,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.000000,52,7.866666666666667
24,0022100954,1610612742,DAL,Dallas,1626246,Boban Marjanovic,Boban,,,0.000000:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,00,0.0
13,0022100943,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,F,,42.000000:04,4.0,14.0,0.286,4.0,12.0,0.333,2.0,2.0,1.0,0.0,3.0,3.0,4.0,3.0,1.0,0.0,0.0,14.0,4.0,42.000000,04,42.06666666666667
14,0022100943,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,35.000000:25,7.0,9.0,0.778,4.0,5.0,0.8,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,18.0,8.0,35.000000,25,35.416666666666664
15,0022100943,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,32.000000:40,5.0,8.0,0.625,0.0,1.0,0.0,3.0,5.0,0.6,3.0,5.0,8.0,2.0,1.0,0.0,0.0,4.0,13.0,11.0,32.000000,40,32.666666666666664
16,0022100943,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,29.000000:13,6.0,10.0,0.6,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,2.0,3.0,14.0,0.0,29.000000,13,29.216666666666665
17,0022100943,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,40.000000:24,15.0,26.0,0.577,4.0,10.0,0.4,7.0,9.0,0.778,2.0,8.0,10.0,9.0,2.0,0.0,6.0,1.0,41.0,8.0,40.000000,24,40.4
18,0022100943,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,17.000000:21,1.0,4.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,-3.0,17.000000,21,17.35
19,0022100943,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,,,28.000000:36,6.0,11.0,0.545,2.0,4.0,0.5,3.0,4.0,0.75,0.0,1.0,1.0,7.0,0.0,0.0,0.0,2.0,17.0,14.0,28.000000,36,28.6
20,0022100943,1610612742,DAL,Dallas,202722,Davis Bertans,Davis,,,10.000000:35,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,-2.0,10.000000,35,10.583333333333334
21,0022100943,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,3.000000:42,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,3.000000,42,3.7
0,0022100931,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,F,,36.000000:11,2.0,9.0,0.222,1.0,7.0,0.143,2.0,3.0,0.667,1.0,5.0,6.0,1.0,1.0,1.0,2.0,2.0,7.0,-6.0,36.000000,11,36.18333333333333
1,0022100931,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,39.000000:26,6.0,10.0,0.6,3.0,7.0,0.429,1.0,3.0,0.333,2.0,7.0,9.0,2.0,1.0,1.0,1.0,3.0,16.0,3.0,39.000000,26,39.43333333333333
2,0022100931,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,20.000000:51,4.0,4.0,1.0,0.0,0.0,0.0,5.0,6.0,0.833,3.0,4.0,7.0,0.0,0.0,0.0,1.0,4.0,13.0,4.0,20.000000,51,20.85
3,0022100931,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,37.000000:47,9.0,21.0,0.429,0.0,5.0,0.0,7.0,11.0,0.636,1.0,7.0,8.0,5.0,1.0,2.0,6.0,1.0,25.0,-4.0,37.000000,47,37.78333333333333
4,0022100931,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,33.000000:49,9.0,15.0,0.6,4.0,6.0,0.667,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,1.0,2.0,22.0,7.0,33.000000,49,33.81666666666667
5,0022100931,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,27.000000:09,3.0,5.0,0.6,0.0,1.0,0.0,0.0,2.0,0.0,1.0,6.0,7.0,1.0,1.0,2.0,0.0,2.0,6.0,1.0,27.000000,09,27.15
6,0022100931,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,9.000000:56,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0,6.0,6.0,9.000000,56,9.933333333333334
7,0022100931,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,,,24.000000:24,5.0,11.0,0.455,2.0,5.0,0.4,2.0,2.0,1.0,0.0,1.0,1.0,9.0,0.0,1.0,2.0,0.0,14.0,7.0,24.000000,24,24.4
8,0022100931,1610612742,DAL,Dallas,202722,Davis Bertans,Davis,,,10.000000:27,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,10.000000,27,10.45
0,0022100917,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,F,,33.000000:51,4.0,8.0,0.5,4.0,8.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,4.0,12.0,-10.0,33.000000,51,33.85
1,0022100917,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,36.000000:11,5.0,9.0,0.556,2.0,4.0,0.5,2.0,2.0,1.0,3.0,6.0,9.0,2.0,0.0,1.0,1.0,1.0,14.0,9.0,36.000000,11,36.18333333333333
2,0022100917,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,17.000000:48,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,4.0,0.0,-15.0,17.000000,48,17.8
3,0022100917,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,36.000000:36,10.0,21.0,0.476,3.0,9.0,0.333,11.0,12.0,0.917,1.0,10.0,11.0,2.0,2.0,1.0,9.0,2.0,34.0,-5.0,36.000000,36,36.6
4,0022100917,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,31.000000:40,4.0,9.0,0.444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,3.0,8.0,5.0,31.000000,40,31.666666666666668
5,0022100917,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,18.000000:20,1.0,5.0,0.2,0.0,2.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,18.000000,20,18.333333333333332
6,0022100917,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,,,31.000000:21,10.0,14.0,0.714,2.0,4.0,0.5,2.0,4.0,0.5,0.0,4.0,4.0,5.0,1.0,0.0,2.0,1.0,24.0,17.0,31.000000,21,31.35
7,0022100917,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,13.000000:10,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,6.0,12.0,13.000000,10,13.166666666666666
8,0022100917,1610612742,DAL,Dallas,202722,Davis Bertans,Davis,,,21.000000:03,2.0,6.0,0.333,2.0,6.0,0.333,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,15.0,21.000000,03,21.05
0,0022100903,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,F,,34.000000:02,3.0,8.0,0.375,3.0,7.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,9.0,-13.0,34.000000,02,34.03333333333333
1,0022100903,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,27.000000:55,3.0,5.0,0.6,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,4.0,7.0,-20.0,27.000000,55,27.916666666666668
2,0022100903,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,26.000000:20,9.0,12.0,0.75,1.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,7.0,0.0,1.0,0.0,1.0,1.0,22.0,-2.0,26.000000,20,26.333333333333332
3,0022100903,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,35.000000:39,4.0,11.0,0.364,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,4.0,8.0,5.0,35.000000,39,35.65
4,0022100903,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,35.000000:08,8.0,24.0,0.333,3.0,9.0,0.333,4.0,4.0,1.0,2.0,5.0,7.0,11.0,1.0,0.0,4.0,5.0,23.0,-16.0,35.000000,08,35.13333333333333
5,0022100903,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,24.000000:40,1.0,7.0,0.143,1.0,6.0,0.167,0.0,0.0,0.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,-2.0,24.000000,40,24.666666666666668
6,0022100903,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,,,25.000000:53,8.0,12.0,0.667,3.0,4.0,0.75,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,20.0,0.0,25.000000,53,25.883333333333333
7,0022100903,1610612742,DAL,Dallas,202722,Davis Bertans,Davis,,,18.000000:41,6.0,9.0,0.667,5.0,8.0,0.625,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,17.0,13.0,18.000000,41,18.683333333333334
8,0022100903,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,11.000000:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,11.000000,42,11.7
0,0022100886,1610612742,DAL,Dallas,1630182,Josh Green,Josh,F,,25.000000:13,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,-5.0,25.000000,13,25.216666666666665
1,0022100886,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,37.000000:26,5.0,6.0,0.833,4.0,5.0,0.8,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,14.0,19.0,37.000000,26,37.43333333333333
2,0022100886,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,24.000000:14,3.0,4.0,0.75,0.0,0.0,0.0,2.0,3.0,0.667,3.0,2.0,5.0,0.0,0.0,1.0,0.0,3.0,8.0,-11.0,24.000000,14,24.233333333333334
3,0022100886,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,37.000000:17,8.0,13.0,0.615,3.0,4.0,0.75,4.0,4.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,3.0,23.0,-9.0,37.000000,17,37.28333333333333
4,0022100886,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,38.000000:02,17.0,35.0,0.486,7.0,14.0,0.5,8.0,12.0,0.667,1.0,14.0,15.0,8.0,0.0,1.0,5.0,3.0,49.0,21.0,38.000000,02,38.03333333333333
5,0022100886,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,,,30.000000:30,3.0,5.0,0.6,1.0,3.0,0.333,1.0,2.0,0.5,1.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,8.0,9.0,30.000000,30,30.5
6,0022100886,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,25.000000:32,7.0,10.0,0.7,3.0,5.0,0.6,3.0,4.0,0.75,2.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,20.0,11.0,25.000000,32,25.533333333333335
7,0022100886,1610612742,DAL,Dallas,202722,Davis Bertans,Davis,,,17.000000:26,1.0,7.0,0.143,1.0,7.0,0.143,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,-2.0,17.000000,26,17.433333333333334
8,0022100886,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,4.000000:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.000000,20,4.333333333333333
0,0022100868,1610612742,DAL,Dallas,1630182,Josh Green,Josh,F,,20.000000:13,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,8.0,2.0,20.000000,13,20.216666666666665
1,0022100868,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,35.000000:53,5.0,9.0,0.556,4.0,7.0,0.571,0.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,1.0,1.0,4.0,14.0,-6.0,35.000000,53,35.88333333333333
2,0022100868,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,25.000000:49,3.0,4.0,0.75,0.0,0.0,0.0,1.0,3.0,0.333,1.0,1.0,2.0,3.0,1.0,0.0,1.0,5.0,7.0,2.0,25.000000,49,25.816666666666666
3,0022100868,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,38.000000:54,6.0,14.0,0.429,3.0,5.0,0.6,4.0,5.0,0.8,3.0,3.0,6.0,6.0,2.0,0.0,2.0,4.0,19.0,12.0,38.000000,54,38.9
4,0022100868,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,38.000000:07,5.0,19.0,0.263,2.0,7.0,0.286,9.0,12.0,0.75,1.0,9.0,10.0,6.0,0.0,1.0,3.0,3.0,21.0,3.0,38.000000,07,38.11666666666667
5,0022100868,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,,,23.000000:06,2.0,5.0,0.4,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,2.0,4.0,-3.0,23.000000,06,23.1
6,0022100868,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,34.000000:55,5.0,10.0,0.5,3.0,8.0,0.375,6.0,8.0,0.75,2.0,4.0,6.0,0.0,1.0,5.0,1.0,3.0,19.0,13.0,34.000000,55,34.916666666666664
7,0022100868,1610612742,DAL,Dallas,202722,Davis Bertans,Davis,,,13.000000:16,4.0,8.0,0.5,3.0,7.0,0.429,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,12.0,9.0,13.000000,16,13.266666666666667
8,0022100868,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,3.000000:31,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,3.000000,31,3.5166666666666666
9,0022100868,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,6.000000:16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.000000,16,6.266666666666667
11,0022100853,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,F,,40.000000:19,6.0,12.0,0.5,5.0,10.0,0.5,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,17.0,-7.0,40.000000,19,40.31666666666667
12,0022100853,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,39.000000:00,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,14.0,39.000000,00,39.0
13,0022100853,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,26.000000:23,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,9.0,1.0,0.0,0.0,1.0,1.0,6.0,4.0,26.000000,23,26.383333333333333
14,0022100853,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,39.000000:02,8.0,17.0,0.471,4.0,7.0,0.571,2.0,4.0,0.5,0.0,4.0,4.0,3.0,0.0,0.0,2.0,3.0,22.0,5.0,39.000000,02,39.03333333333333
15,0022100853,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,39.000000:27,15.0,33.0,0.455,6.0,13.0,0.462,9.0,13.0,0.692,0.0,15.0,15.0,8.0,0.0,0.0,7.0,2.0,45.0,8.0,39.000000,27,39.45
16,0022100853,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,20.000000:15,1.0,7.0,0.143,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,-13.0,20.000000,15,20.25
17,0022100853,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,21.000000:55,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.0,21.000000,55,21.916666666666668
18,0022100853,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,2.000000:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.000000,06,2.1
19,0022100853,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,11.000000:33,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,-13.0,11.000000,33,11.55
11,0022100835,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,F,,36.000000:55,3.0,7.0,0.429,2.0,6.0,0.333,3.0,3.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,11.0,12.0,36.000000,55,36.916666666666664
12,0022100835,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,40.000000:42,5.0,10.0,0.5,2.0,6.0,0.333,0.0,0.0,0.0,1.0,6.0,7.0,1.0,3.0,0.0,3.0,4.0,12.0,16.0,40.000000,42,40.7
13,0022100835,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,21.000000:09,2.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,8.0,13.0,21.000000,09,21.15
14,0022100835,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,37.000000:24,3.0,12.0,0.25,0.0,3.0,0.0,5.0,5.0,1.0,0.0,5.0,5.0,4.0,0.0,0.0,2.0,0.0,11.0,13.0,37.000000,24,37.4
15,0022100835,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,39.000000:48,17.0,26.0,0.654,7.0,14.0,0.5,10.0,14.0,0.714,0.0,9.0,9.0,6.0,1.0,1.0,7.0,4.0,51.0,9.0,39.000000,48,39.8
16,0022100835,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,26.000000:51,3.0,6.0,0.5,1.0,4.0,0.25,1.0,1.0,1.0,5.0,4.0,9.0,2.0,0.0,0.0,0.0,4.0,8.0,-6.0,26.000000,51,26.85
17,0022100835,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,14.000000:17,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,4.0,-6.0,14.000000,17,14.283333333333333
18,0022100835,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,10.000000:36,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,-6.0,10.000000,36,10.6
19,0022100835,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,4.000000:53,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,4.000000,53,4.883333333333333
20,0022100835,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,7.000000:25,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,-5.0,7.000000,25,7.416666666666667
11,0022100820,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,F,,28.000000:56,4.0,9.0,0.444,4.0,8.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,12.0,24.0,28.000000,56,28.933333333333334
12,0022100820,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,29.000000:07,4.0,6.0,0.667,2.0,3.0,0.667,1.0,1.0,1.0,1.0,6.0,7.0,3.0,2.0,0.0,2.0,2.0,11.0,16.0,29.000000,07,29.116666666666667
13,0022100820,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,20.000000:00,4.0,6.0,0.667,0.0,0.0,0.0,2.0,3.0,0.667,4.0,3.0,7.0,1.0,0.0,0.0,0.0,2.0,10.0,9.0,20.000000,00,20.0
14,0022100820,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,25.000000:47,7.0,11.0,0.636,2.0,4.0,0.5,5.0,5.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,21.0,13.0,25.000000,47,25.783333333333335
15,0022100820,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,32.000000:52,9.0,18.0,0.5,5.0,9.0,0.556,10.0,14.0,0.714,0.0,7.0,7.0,11.0,1.0,2.0,5.0,3.0,33.0,35.0,32.000000,52,32.86666666666667
16,0022100820,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,17.000000:53,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,1.0,0.0,1.0,5.0,29.0,17.000000,53,17.883333333333333
17,0022100820,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,20.000000:50,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,20.0,20.000000,50,20.833333333333332
18,0022100820,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,21.000000:05,7.0,12.0,0.583,4.0,6.0,0.667,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,2.0,18.0,2.0,21.000000,05,21.083333333333332
19,0022100820,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,15.000000:11,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,15.000000,11,15.183333333333334
20,0022100820,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,15.000000:49,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,4.0,6.0,15.000000,49,15.816666666666666
21,0022100820,1610612742,DAL,Dallas,1629033,Theo Pinson,Theo,,,9.000000:00,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,9.000000,00,9.0
22,0022100820,1610612742,DAL,Dallas,1629650,Moses Brown,Moses,,,3.000000:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.000000,30,3.5
13,0022100807,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,F,,38.000000:15,8.0,14.0,0.571,6.0,10.0,0.6,0.0,0.0,0.0,1.0,8.0,9.0,2.0,2.0,0.0,1.0,2.0,22.0,3.0,38.000000,15,38.25
14,0022100807,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,41.000000:52,3.0,12.0,0.25,3.0,10.0,0.3,2.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,11.0,4.0,41.000000,52,41.86666666666667
